SKU,Product Title,Alibaba Category,Collection,Brief Description,Available Sizes,Material,Certifications,Unit Price – 1–9 units (USD FOB),Unit Price – 10–99 units (USD FOB),Unit Price – 100+ units (USD FOB),Minimum Order Quantity,Supply Ability (per month),Lead Time,Place of Origin,Brand,Port of Export,Payment Terms,Packaging,Product Image URL,Product Page URL,Keywords
LS-PALM-QP-ROUND-5FT,Commercial Artificial Queen Palm Tree — Round Pot – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Palm Trees,Artificial Palm Trees,"Premium artificial Queen Palm purpose-built for hotel lobbies, resort pool areas and commercial atriums. Botanical-specimen PE fronds, individually hand-positioned for natural drape. A special-order NFPA 701 option is available for select configurations; documentation is tied to the project or order.",5 ft,"Injection-moulded PE foliage, steel armature, fibreglass trunk, round ceramic-look pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",129.00,103.00,80.00,1,2000 pcs/month,15–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-palm-queen-round.webp,https://laysun.co/artificial-palm-trees,"artificial queen palm tree, commercial artificial palm, hotel lobby palm, fake palm indoor, NFPA 701 palm tree"
LS-PALM-QP-ROUND-6FT,Commercial Artificial Queen Palm Tree — Round Pot – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Palm Trees,Artificial Palm Trees,"Premium artificial Queen Palm purpose-built for hotel lobbies, resort pool areas and commercial atriums. Botanical-specimen PE fronds, individually hand-positioned for natural drape. A special-order NFPA 701 option is available for select configurations; documentation is tied to the project or order.",6 ft,"Injection-moulded PE foliage, steel armature, fibreglass trunk, round ceramic-look pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",129.00,103.00,80.00,1,2000 pcs/month,15–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-palm-queen-round.webp,https://laysun.co/artificial-palm-trees,"artificial queen palm tree, commercial artificial palm, hotel lobby palm, fake palm indoor, NFPA 701 palm tree"
LS-PALM-QP-ROUND-7FT,Commercial Artificial Queen Palm Tree — Round Pot – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Palm Trees,Artificial Palm Trees,"Premium artificial Queen Palm purpose-built for hotel lobbies, resort pool areas and commercial atriums. Botanical-specimen PE fronds, individually hand-positioned for natural drape. A special-order NFPA 701 option is available for select configurations; documentation is tied to the project or order.",7 ft,"Injection-moulded PE foliage, steel armature, fibreglass trunk, round ceramic-look pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",129.00,103.00,80.00,1,2000 pcs/month,15–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-palm-queen-round.webp,https://laysun.co/artificial-palm-trees,"artificial queen palm tree, commercial artificial palm, hotel lobby palm, fake palm indoor, NFPA 701 palm tree"
LS-PALM-QP-WHITE-4FT,Commercial Artificial Queen Palm Tree — White Pot – 4 ft,Artificial Plant & Flower/Artificial Trees/Artificial Palm Trees,Artificial Palm Trees,Contemporary white-pot Queen Palm for minimalist hotel lobbies and corporate reception areas. Same premium PE foliage and steel armature as our classic round-pot model. Special-order NFPA 701 option available for select configurations.,4 ft,"Injection-moulded PE foliage, steel armature, fibreglass trunk, white ceramic-look pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",119.00,95.00,74.00,1,2000 pcs/month,15–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-palm-queen-white.webp,https://laysun.co/artificial-palm-trees,"artificial queen palm white pot, contemporary artificial palm, minimalist palm tree, office lobby palm"
LS-OLIVE-CROSS-BLACK-7FT,Cross Black Artificial Olive Tree – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Distinctive cross-branched trunk architecture with a dark finish — bold contemporary aesthetic for designer hotel bars, high-end restaurants and exclusive retail.",7 ft,"PE foliage, cross-branch steel frame, dark fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",99.00,79.00,61.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-cross-black.webp,https://laysun.co/artificial-olive-trees,"cross branch olive tree artificial, dark trunk fake tree, contemporary artificial tree, black trunk olive tree"
LS-OLIVE-FORK-STRAIGHT-5FT,Double-fork Straight Trunk Artificial Olive Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Clean straight trunk with a natural double-fork split — versatile and widely specified for corporate offices, hotel corridors and retail environments.",5 ft,"PE foliage, straight double-fork steel frame, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",89.00,71.00,55.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-double-fork-straight.webp,https://laysun.co/artificial-olive-trees,"straight trunk olive tree artificial, double fork fake tree, corporate olive tree, office artificial tree"
LS-OLIVE-FORK-STRAIGHT-6FT,Double-fork Straight Trunk Artificial Olive Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Clean straight trunk with a natural double-fork split — versatile and widely specified for corporate offices, hotel corridors and retail environments.",6 ft,"PE foliage, straight double-fork steel frame, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",89.00,71.00,55.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-double-fork-straight.webp,https://laysun.co/artificial-olive-trees,"straight trunk olive tree artificial, double fork fake tree, corporate olive tree, office artificial tree"
LS-OLIVE-FORK-STRAIGHT-7FT,Double-fork Straight Trunk Artificial Olive Tree – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Clean straight trunk with a natural double-fork split — versatile and widely specified for corporate offices, hotel corridors and retail environments.",7 ft,"PE foliage, straight double-fork steel frame, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",89.00,71.00,55.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-double-fork-straight.webp,https://laysun.co/artificial-olive-trees,"straight trunk olive tree artificial, double fork fake tree, corporate olive tree, office artificial tree"
LS-OLIVE-STRAIGHT-BLACK-5FT,Straight Black Artificial Olive Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Architectural straight-trunk olive with matte black trunk finish — a premium choice for contemporary hotel interiors, corporate HQ lobbies and boutique retail.",5 ft,"PE foliage, straight steel frame, black-finish fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",99.00,79.00,61.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-straight-black.webp,https://laysun.co/artificial-olive-trees,"black trunk artificial tree, straight black olive tree, modern fake tree, architectural artificial olive"
LS-OLIVE-STRAIGHT-BLACK-6FT,Straight Black Artificial Olive Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Architectural straight-trunk olive with matte black trunk finish — a premium choice for contemporary hotel interiors, corporate HQ lobbies and boutique retail.",6 ft,"PE foliage, straight steel frame, black-finish fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",99.00,79.00,61.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-straight-black.webp,https://laysun.co/artificial-olive-trees,"black trunk artificial tree, straight black olive tree, modern fake tree, architectural artificial olive"
LS-OLIVE-STRAIGHT-BLACK-7FT,Straight Black Artificial Olive Tree – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Architectural straight-trunk olive with matte black trunk finish — a premium choice for contemporary hotel interiors, corporate HQ lobbies and boutique retail.",7 ft,"PE foliage, straight steel frame, black-finish fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",99.00,79.00,61.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-straight-black.webp,https://laysun.co/artificial-olive-trees,"black trunk artificial tree, straight black olive tree, modern fake tree, architectural artificial olive"
LS-OLIVE-STRAIGHT-BLACK-8FT,Straight Black Artificial Olive Tree – 8 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Architectural straight-trunk olive with matte black trunk finish — a premium choice for contemporary hotel interiors, corporate HQ lobbies and boutique retail.",8 ft,"PE foliage, straight steel frame, black-finish fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",99.00,79.00,61.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-straight-black.webp,https://laysun.co/artificial-olive-trees,"black trunk artificial tree, straight black olive tree, modern fake tree, architectural artificial olive"
LS-OLIVE-WHITE-POT-FINE-5FT,White Pot Fine Branch Artificial Olive Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Delicate fine-branch canopy in a contemporary white pot — perfect for minimalist interior design, Scandi-style hotels and premium corporate spaces.",5 ft,"PE foliage, fine steel wire branches, fibreglass trunk, white ceramic-look pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",89.00,71.00,55.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-white-pot-fine.webp,https://laysun.co/artificial-olive-trees,"white pot olive tree artificial, fine branch fake tree, minimalist artificial tree, Scandi hotel tree"
LS-OLIVE-WHITE-POT-FINE-6FT,White Pot Fine Branch Artificial Olive Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Delicate fine-branch canopy in a contemporary white pot — perfect for minimalist interior design, Scandi-style hotels and premium corporate spaces.",6 ft,"PE foliage, fine steel wire branches, fibreglass trunk, white ceramic-look pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",89.00,71.00,55.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-white-pot-fine.webp,https://laysun.co/artificial-olive-trees,"white pot olive tree artificial, fine branch fake tree, minimalist artificial tree, Scandi hotel tree"
LS-OLIVE-WHITE-POT-FINE-7FT,White Pot Fine Branch Artificial Olive Tree – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Delicate fine-branch canopy in a contemporary white pot — perfect for minimalist interior design, Scandi-style hotels and premium corporate spaces.",7 ft,"PE foliage, fine steel wire branches, fibreglass trunk, white ceramic-look pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",89.00,71.00,55.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-white-pot-fine.webp,https://laysun.co/artificial-olive-trees,"white pot olive tree artificial, fine branch fake tree, minimalist artificial tree, Scandi hotel tree"
LS-OLIVE-STANDARD-6FT,Standard Artificial Olive Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Our most versatile commercial olive tree — a reliable workhorse specification for hotels, restaurants and corporate offices at 6–8 ft.",6 ft,"PE foliage, steel wire branches, fibreglass trunk, standard planter pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",89.00,71.00,55.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-standard-678ft.webp,https://laysun.co/artificial-olive-trees,"standard artificial olive tree, 6ft 7ft 8ft olive tree fake, commercial olive tree, hotel olive tree"
LS-OLIVE-STANDARD-7FT,Standard Artificial Olive Tree – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Our most versatile commercial olive tree — a reliable workhorse specification for hotels, restaurants and corporate offices at 6–8 ft.",7 ft,"PE foliage, steel wire branches, fibreglass trunk, standard planter pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",89.00,71.00,55.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-standard-678ft.webp,https://laysun.co/artificial-olive-trees,"standard artificial olive tree, 6ft 7ft 8ft olive tree fake, commercial olive tree, hotel olive tree"
LS-OLIVE-STANDARD-8FT,Standard Artificial Olive Tree – 8 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Our most versatile commercial olive tree — a reliable workhorse specification for hotels, restaurants and corporate offices at 6–8 ft.",8 ft,"PE foliage, steel wire branches, fibreglass trunk, standard planter pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",89.00,71.00,55.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-standard-678ft.webp,https://laysun.co/artificial-olive-trees,"standard artificial olive tree, 6ft 7ft 8ft olive tree fake, commercial olive tree, hotel olive tree"
LS-OLIVE-WHITE-POT-5FT,White Pot Artificial Olive Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Classic olive canopy in a clean white round pot — a hotel designer favourite for its versatility across Mediterranean, contemporary and Japandi interior styles.",5 ft,"PE foliage, steel wire branches, fibreglass trunk, white round pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",89.00,71.00,55.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-white-pot.webp,https://laysun.co/artificial-olive-trees,"white pot olive tree, artificial olive tree pot, hotel designer olive tree, Japandi fake tree"
LS-OLIVE-WHITE-POT-6FT,White Pot Artificial Olive Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Classic olive canopy in a clean white round pot — a hotel designer favourite for its versatility across Mediterranean, contemporary and Japandi interior styles.",6 ft,"PE foliage, steel wire branches, fibreglass trunk, white round pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",89.00,71.00,55.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-white-pot.webp,https://laysun.co/artificial-olive-trees,"white pot olive tree, artificial olive tree pot, hotel designer olive tree, Japandi fake tree"
LS-OLIVE-WHITE-POT-7FT,White Pot Artificial Olive Tree – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Classic olive canopy in a clean white round pot — a hotel designer favourite for its versatility across Mediterranean, contemporary and Japandi interior styles.",7 ft,"PE foliage, steel wire branches, fibreglass trunk, white round pot","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",89.00,71.00,55.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-white-pot.webp,https://laysun.co/artificial-olive-trees,"white pot olive tree, artificial olive tree pot, hotel designer olive tree, Japandi fake tree"
LS-OLIVE-SINGLE-3BRANCH-4FT,Single Trunk Three-branch Artificial Olive Tree – 4 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Single trunk with a balanced three-branch split — natural and proportioned. A popular specification for hotel room entries, restaurant dividers and retail corridor plantings.",4 ft,"PE foliage, single trunk with three-branch steel frame, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",89.00,71.00,55.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-single-three-branch.webp,https://laysun.co/artificial-olive-trees,"three branch olive tree artificial, single trunk olive fake, balanced olive tree, corridor olive tree"
LS-OLIVE-SINGLE-3BRANCH-5FT,Single Trunk Three-branch Artificial Olive Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Single trunk with a balanced three-branch split — natural and proportioned. A popular specification for hotel room entries, restaurant dividers and retail corridor plantings.",5 ft,"PE foliage, single trunk with three-branch steel frame, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",89.00,71.00,55.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-single-three-branch.webp,https://laysun.co/artificial-olive-trees,"three branch olive tree artificial, single trunk olive fake, balanced olive tree, corridor olive tree"
LS-OLIVE-SINGLE-3BRANCH-6FT,Single Trunk Three-branch Artificial Olive Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Single trunk with a balanced three-branch split — natural and proportioned. A popular specification for hotel room entries, restaurant dividers and retail corridor plantings.",6 ft,"PE foliage, single trunk with three-branch steel frame, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",89.00,71.00,55.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-single-three-branch.webp,https://laysun.co/artificial-olive-trees,"three branch olive tree artificial, single trunk olive fake, balanced olive tree, corridor olive tree"
LS-OLIVE-SINGLE-3BRANCH-7FT,Single Trunk Three-branch Artificial Olive Tree – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Single trunk with a balanced three-branch split — natural and proportioned. A popular specification for hotel room entries, restaurant dividers and retail corridor plantings.",7 ft,"PE foliage, single trunk with three-branch steel frame, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",89.00,71.00,55.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-single-three-branch.webp,https://laysun.co/artificial-olive-trees,"three branch olive tree artificial, single trunk olive fake, balanced olive tree, corridor olive tree"
LS-OLIVE-2025-THICK-5FT,2025 Thick Straight Trunk Artificial Olive Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"New 2025 model with an extra-thick straight trunk for a more mature, established appearance. High demand from luxury hotel designers specifying updated interiors.",5 ft,"PE foliage, thick straight fibreglass trunk, steel wire branches, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",109.00,87.00,68.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-2025-thick-straight.webp,https://laysun.co/artificial-olive-trees,"2025 artificial olive tree, thick trunk olive fake, new model olive tree, mature olive tree artificial"
LS-OLIVE-2025-THICK-6FT,2025 Thick Straight Trunk Artificial Olive Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"New 2025 model with an extra-thick straight trunk for a more mature, established appearance. High demand from luxury hotel designers specifying updated interiors.",6 ft,"PE foliage, thick straight fibreglass trunk, steel wire branches, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",109.00,87.00,68.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-2025-thick-straight.webp,https://laysun.co/artificial-olive-trees,"2025 artificial olive tree, thick trunk olive fake, new model olive tree, mature olive tree artificial"
LS-OLIVE-2025-THICK-7FT,2025 Thick Straight Trunk Artificial Olive Tree – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"New 2025 model with an extra-thick straight trunk for a more mature, established appearance. High demand from luxury hotel designers specifying updated interiors.",7 ft,"PE foliage, thick straight fibreglass trunk, steel wire branches, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",109.00,87.00,68.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-2025-thick-straight.webp,https://laysun.co/artificial-olive-trees,"2025 artificial olive tree, thick trunk olive fake, new model olive tree, mature olive tree artificial"
LS-OLIVE-2025-THICK-8FT,2025 Thick Straight Trunk Artificial Olive Tree – 8 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"New 2025 model with an extra-thick straight trunk for a more mature, established appearance. High demand from luxury hotel designers specifying updated interiors.",8 ft,"PE foliage, thick straight fibreglass trunk, steel wire branches, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",109.00,87.00,68.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-2025-thick-straight.webp,https://laysun.co/artificial-olive-trees,"2025 artificial olive tree, thick trunk olive fake, new model olive tree, mature olive tree artificial"
LS-OLIVE-GREEN-STEM-5FT,Green Stem Multi-branch Artificial Olive Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Young green stem variant — lighter, fresher aesthetic with visible green branches contrasting with silver-green PE foliage. Suits eco-themed retail and biophilic office design.",5 ft,"PE foliage, green-finish steel wire branches, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",89.00,71.00,55.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-green-stem.webp,https://laysun.co/artificial-olive-trees,"green stem olive tree artificial, young olive tree fake, biophilic office tree, eco retail tree"
LS-OLIVE-GREEN-STEM-6FT,Green Stem Multi-branch Artificial Olive Tree – 6 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Young green stem variant — lighter, fresher aesthetic with visible green branches contrasting with silver-green PE foliage. Suits eco-themed retail and biophilic office design.",6 ft,"PE foliage, green-finish steel wire branches, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",89.00,71.00,55.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-green-stem.webp,https://laysun.co/artificial-olive-trees,"green stem olive tree artificial, young olive tree fake, biophilic office tree, eco retail tree"
LS-OLIVE-GREEN-STEM-7FT,Green Stem Multi-branch Artificial Olive Tree – 7 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Young green stem variant — lighter, fresher aesthetic with visible green branches contrasting with silver-green PE foliage. Suits eco-themed retail and biophilic office design.",7 ft,"PE foliage, green-finish steel wire branches, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",89.00,71.00,55.00,1,2000 pcs/month,15–25 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-green-stem.webp,https://laysun.co/artificial-olive-trees,"green stem olive tree artificial, young olive tree fake, biophilic office tree, eco retail tree"
LS-OLIVE-VELVET-5FT,Velvet Flock Artificial Olive Tree – 5 ft,Artificial Plant & Flower/Artificial Trees/Artificial Olive Trees,Artificial Olive Trees,"Unique velvet-flocked foliage finish for a tactile, ultra-realistic leaf texture. Preferred for close-contact display contexts — boutique hotel reception, luxury retail pop-up, event design.",5 ft,"Velvet-flock coated foliage, steel wire branches, fibreglass trunk, planter","Special-order options for select products: NFPA 701, EN 13501, GB 8624 B1; confirm availability for the product and order",119.00,95.00,74.00,1,2000 pcs/month,20–30 days,"Dongguan, Guangdong, China",LaySun,Guangzhou / Shenzhen,Bank wire transfer (T/T); other methods confirmed in writing,Individual export carton with foam padding; custom branding available,https://laysun.co/images/prod-olive-velvet.webp,https://laysun.co/artificial-olive-trees,"velvet flock olive tree, flocked artificial tree, luxury fake olive tree, tactile artificial tree, event tree"
